Subject,Course Number,Course Title,Requirement
POLSCI,4,Introduction to Political Theory,Philosophy and Values
POLSCI,112A,History of Political Theory,Philosophy and Values
POLSCI,112B,History of Political Theory,Philosophy and Values
POLSCI,112C,History of Political Theory,Philosophy and Values
POLSCI,N113A,American Political Theory,Philosophy and Values
POLSCI,114A,Theories of Governance: Late 20th Century,Philosophy and Values
POLSCI,116M,Special Topics in Political Theory,Philosophy and Values
POLSCI,116P,Special Topics in Political Theory,Philosophy and Values
POLSCI,124C,Ethics and Justice in International Affairs,Philosophy and Values
PSYCH,107,Buddhist Psychology,Philosophy and Values
PSYCH,C162,Human Happiness,Philosophy and Values
PUBPOL,C103,Wealth and Poverty,Philosophy and Values
RELIGST,90A,Introductory Topics in Religious Studies,Philosophy and Values
RELIGST,C103,Religion of Ancient Egypt,Philosophy and Values
RELIGST,C108,Scandinavian Myth and Religion,Philosophy and Values
RELIGST,C109,Celtic Mythology and Oral Tradition,Philosophy and Values
RELIGST,C132,Jewish Civilization I: The Biblical Period,Philosophy and Values
RELIGST,C135,Jewish Civilization: Modern Period,Philosophy and Values
RELIGST,C162,Religion in South India,Philosophy and Values
RELIGST,C165,Hindu Mythology,Philosophy and Values
RELIGST,C166,India's Great Epics: The Mahabharata and the Ramayana,Philosophy and Values
RELIGST,173AC,Gandhi and the Civil Rights Movement in America,Philosophy and Values
RHETOR,103A,Approaches and Paradigms in the History of Rhetorical Theory,Philosophy and Values
RHETOR,103B,Approaches and Paradigms in the History of Rhetorical Theory II,Philosophy and Values
RHETOR,105T,Rhetoric of Religious Discourse,Philosophy and Values
RHETOR,107,Rhetoric of Scientific Discourse,Philosophy and Values
RHETOR,108,Rhetoric of Philosophical Discourse,Philosophy and Values
RHETOR,117,"Language, Truth and Dialogue",Philosophy and Values
RHETOR,157A,Rhetoric of Modern Political Theory,Philosophy and Values
RHETOR,157B,Rhetoric of Contemporary Political Theory,Philosophy and Values
RHETOR,159A,Great Theorists in the Rhetoric of Political and Legal Theory,Philosophy and Values
RHETOR,159B,Great Themes in the Rhetoric of Contemporary Political and Legal Theory,Philosophy and Values
RHETOR,165,Rhetoric of Legal Philosophy,Philosophy and Values
SASIAN,110,Introduction to Hinduism,Philosophy and Values
SASIAN,C113,Buddhist Thought in India,Philosophy and Values
SASIAN,C114,Tibetan Buddhism,Philosophy and Values
SASIAN,140,Hindu Mythology,Philosophy and Values
SASIAN,C140,Hindu Mythology,Philosophy and Values
SASIAN,C141,Religion in South India,Philosophy and Values
SASIAN,142,India's Great Epics,Philosophy and Values
SASIAN,C142,India's Great Epics: The Mahabharata and the Ramayana,Philosophy and Values
SCANDIN,C160,Scandinavian Myth and Religion,Philosophy and Values
SLAVIC,134C,Dostoevsky,Philosophy and Values
SLAVIC,134D,Tolstoy,Philosophy and Values
SLAVIC,134G,Tolstoy and Dostoevsky,Philosophy and Values
SOCIOL,101,Sociological Theory I,Philosophy and Values
SOCIOL,137AC,"Environmental Justice: Race, Class, Equity, and the Environment",Philosophy and Values
SOCIOL,151,Personality and Social Structure,Philosophy and Values
SOCWEL,181AC,Prison,Philosophy and Values
SSEASN,C52,Introduction to the Study of Buddhism,Philosophy and Values
SSEASN,C135,Tantric Traditions of Asia,Philosophy and Values
SSEASN,C145,Buddhism in Contemporary Society,Philosophy and Values
TIBETAN,C114,Tibetan Buddhism,Philosophy and Values
UGBA,107,"The Social, Political, and Ethical Environment of Business",Philosophy and Values
UGIS,C133,"Death, Dying, and Modern Medicine: Historical and Contemporary Perspectives",Philosophy and Values
UGIS,C155,Jewish Civilization: Modern Period,Philosophy and Values
ASTRON,7A,Introduction to Astrophysics,Physical Science
ASTRON,7B,Introduction to Astrophysics,Physical Science
ASTRON,9,Selected Topics in Astronomy,Physical Science
ASTRON,10,Introduction to General Astronomy,Physical Science
ASTRON,C10,Introduction to General Astronomy,Physical Science
ASTRON,N10,Introduction to General Astronomy,Physical Science
ASTRON,C12,The Planets,Physical Science
ASTRON,W12,The Planets,Physical Science
ASTRON,C13,Origins: from the Big Bang to the Emergence of Humans,Physical Science
CHEM,1A,General Chemistry,Physical Science
CHEM,1AD,General Chemistry (Digital),Physical Science
CHEM,1B,General Chemistry,Physical Science
CHEM,W1A,General Chemistry,Physical Science
CHEM,3A,Chemical Structure and Reactivity,Physical Science
CHEM,3B,Chemical Structure and Reactivity,Physical Science
CHEM,4A,General Chemistry and Quantitative Analysis,Physical Science
CHEM,4B,General Chemistry and Quantitative Analysis,Physical Science
CHEM,15,Analytical and Bioanalytical Chemistry,Physical Science
COMPSCI,61C,Machine Structures,Physical Science
COMPSCI,61CL,Machine Structures (Lab-Centric),Physical Science
ELENG,40,Introduction to Microelectronic Circuits,Physical Science
ELENG,42,Introduction to Digital Electronics,Physical Science
ELENG,100,Electronic Techniques for Engineering,Physical Science
ENERES,C100,Energy and Society,Physical Science
ENGIN,45,Properties of Materials,Physical Science
ENGIN,117,Methods of Engineering Analysis,Physical Science
ENVSCI,10,Introduction to Environmental Sciences,Physical Science
EPS,3,The Water Planet,Physical Science
EPS,7,Introduction to Climate Change,Physical Science
EPS,8,Geologic Record of Climate Change,Physical Science
EPS,C12,The Planets,Physical Science
EPS,W12,The Planets,Physical Science
EPS,20,Earthquakes in Your Backyard,Physical Science
EPS,C20,Earthquakes in Your Backyard,Physical Science
EPS,39B,Freshman/Sophomore Seminar,Physical Science
EPS,50,The Planet Earth,Physical Science
EPS,51,"Big History--Cosmos, Earth, Life, and Humanity",Physical Science
EPS,C51,"Big History -- Cosmos, Earth, Life, and Humanity",Physical Science
EPS,N51,"Big History--Cosmos, Earth, Life, and Humanity",Physical Science
EPS,80,Environmental Earth Sciences,Physical Science
EPS,C82,Oceans,Physical Science
EPS,N82,Intro to Oceans,Physical Science
EPS,100A,Minerals: Their Constitution and Origin,Physical Science
EPS,109,Computer Simulations in Earth and Planetary Sciences,Physical Science
EPS,C129,Biometeorology,Physical Science
EPS,130,Strong Motion Seismology,Physical Science
EPS,C183,Carbon Cycle Dynamics,Physical Science
ESPM,2,The Biosphere,Physical Science
ESPM,15,Introduction to Environmental Sciences,Physical Science
ESPM,C129,Biometeorology,Physical Science
ESPM,C170,Carbon Cycle Dynamics,Physical Science
ESPM,172,Photogrammetry and Remote Sensing,Physical Science
ESPM,181A,Fire Ecology,Physical Science
GEOG,1,Global Environmental Change,Physical Science
GEOG,N1,Global Environmental Change,Physical Science
GEOG,40,Introduction to Earth System Science,Physical Science
GEOG,C82,Oceans,Physical Science
GEOG,140A,Physical Landscapes: Process and Form,Physical Science
GEOG,143,Global Change Biogeochemistry,Physical Science
GEOG,144,Principles of Meteorology,Physical Science
INTEGBI,C13,Origins: from the Big Bang to the Emergence of Humans,Physical Science
INTEGBI,C82,Oceans,Physical Science
LS,22,Sense and Sensibility and Science,Physical Science
LS,70A,Physical Science,Physical Science
LS,70B,Physical Science,Physical Science
LS,70C,Physical Science,Physical Science
LS,C70T,The Planets,Physical Science
LS,C70U,Introduction to General Astronomy,Physical Science
LS,C70V,Descriptive Introduction to Physics,Physical Science
LS,C70W,Physics and Music,Physical Science
LS,C70X,"Big History -- Cosmos, Earth, Life, and Humanity",Physical Science
LS,C70Y,Earthquakes in Your Backyard,Physical Science
LS,125,Time,Physical Science
PHYSICS,7A,Physics for Scientists and Engineers,Physical Science
PHYSICS,H7A,Physics for Scientists and Engineers,Physical Science
PHYSICS,7B,Physics for Scientists and Engineers,Physical Science
PHYSICS,H7B,Physics for Scientists and Engineers,Physical Science
PHYSICS,H7C,Physics for Scientists and Engineers,Physical Science
PHYSICS,8A,Introductory Physics,Physical Science
PHYSICS,8B,Introductory Physics,Physical Science
PHYSICS,C10,Descriptive Introduction to Physics,Physical Science
PHYSICS,21,Physics of Music,Physical Science
PHYSICS,C21,Physics and Music,Physical Science
PHYSICS,89,Introduction to Mathematical Physics,Physical Science
PHYSICS,105,Analytic Mechanics,Physical Science
PHYSICS,110A,Electromagnetism and Optics,Physical Science
PHYSICS,111A,Instrumentation Laboratory,Physical Science
PHYSICS,137A,Quantum Mechanics,Physical Science
PHYSICS,137B,Quantum Mechanics,Physical Science
PHYSICS,141B,Solid State Physics,Physical Science
PHYSICS,177,Principles of Molecular Biophysics,Physical Science
PUBPOL,C184,Energy and Society,Physical Science
AFRICAM,4A,Africa: History and Culture,Social and Behavioral Sciences
AFRICAM,4B,Africa: History and Culture,Social and Behavioral Sciences
AFRICAM,5A,African American Life and Culture in the United States,Social and Behavioral Sciences
AFRICAM,5B,African American Life and Culture in the United States,Social and Behavioral Sciences
AFRICAM,100,Black Intellectual Thought,Social and Behavioral Sciences
AFRICAM,111,"Race, Class, and Gender in the United States",Social and Behavioral Sciences
AFRICAM,W111,"Race, Class, and Gender",Social and Behavioral Sciences
AFRICAM,112A,Political and Economic Development in the Third World,Social and Behavioral Sciences
AFRICAM,112B,Political and Economic Development in the Third World,Social and Behavioral Sciences
AFRICAM,116,Slavery and African American Life Before 1865,Social and Behavioral Sciences
AFRICAM,117,"African Americans in the Industrial Age, 1865-1970",Social and Behavioral Sciences
AFRICAM,121,Black Political Life in the United States,Social and Behavioral Sciences
AFRICAM,122,African American Families in American Society,Social and Behavioral Sciences
AFRICAM,131,Caribbean Societies and Cultures,Social and Behavioral Sciences
AFRICAM,C133A,"Race, Identity, and Culture in Urban Schools",Social and Behavioral Sciences
AFRICAM,C134,Information Technology and Society,Social and Behavioral Sciences
AFRICAM,138,Black Nationalism,Social and Behavioral Sciences
AFRICAM,152F,Neo-Slave Narratives,Social and Behavioral Sciences
AFRICAM,173AC,Gandhi and the Civil Rights Movement in America,Social and Behavioral Sciences
AFRICAM,C178,Cultural Studies,Social and Behavioral Sciences
AMERSTD,10,Introduction to American Studies,Social and Behavioral Sciences
AMERSTD,10AC,Introduction to American Studies,Social and Behavioral Sciences
AMERSTD,C112A,"American Cultural Landscapes, 1600 to 1900",Social and Behavioral Sciences
AMERSTD,C112B,"American Cultural Landscapes, 1900 to Present",Social and Behavioral Sciences
AMERSTD,C112F,"The American Forest: Its Ecology, History, and Representation",Social and Behavioral Sciences
AMERSTD,C132B,Intellectual History of the United States since 1865,Social and Behavioral Sciences
AMERSTD,C134,Information Technology and Society,Social and Behavioral Sciences
AMERSTD,139AC,Civil Rights and Social Movements in U.S. History,Social and Behavioral Sciences
AMERSTD,C171,The American Designed Landscape Since 1850,Social and Behavioral Sciences
AMERSTD,C172,History of American Business,Social and Behavioral Sciences
AMERSTD,179AC,Representing Race and Ethnicity in American Culture,Social and Behavioral Sciences
ANTHRO,1,Introduction to Biological Anthropology,Social and Behavioral Sciences
ANTHRO,2,Introduction to Archaeology,Social and Behavioral Sciences
ANTHRO,2AC,Introduction to Archaeology,Social and Behavioral Sciences
ANTHRO,3,Introduction to Social and Cultural Anthropology,Social and Behavioral Sciences
ANTHRO,3AC,Introduction to Social/Cultural Anthropology (American Cultures),Social and Behavioral Sciences
ANTHRO,10AC,The California Frontier,Social and Behavioral Sciences
ANTHRO,106,Primate Behavior,Social and Behavioral Sciences
ANTHRO,114,History of Anthropological Thought,Social and Behavioral Sciences
ANTHRO,121A,American Material Culture,Social and Behavioral Sciences
ANTHRO,121AC,American Material Culture,Social and Behavioral Sciences
ANTHRO,121B,Historical Archaeology: Theoretical Approaches in American Historical Archaeology,Social and Behavioral Sciences
ANTHRO,122A,Archaeology of the Americas: Archaeology of North America,Social and Behavioral Sciences
ANTHRO,122C,Archaeology of the Americas: Archaeology of Central America,Social and Behavioral Sciences
ANTHRO,122E,Archaeology of the Americas: Andean Archaeology: People of the Andes,Social and Behavioral Sciences
ANTHRO,122F,Archaeology of the Americas: California Archaeology,Social and Behavioral Sciences
ANTHRO,123E,Mediterranean Archaeology,Social and Behavioral Sciences
ANTHRO,124A,Pacific Cultures: Archaeology of the South Pacific,Social and Behavioral Sciences
ANTHRO,129A,Topical Areas in Archaeology: Prehistoric Art,Social and Behavioral Sciences
ANTHRO,C129F,The Archaeology of Health and Disease,Social and Behavioral Sciences
ANTHRO,C136K,Who Owns the Past? Cultural Heritage in a Digital Age,Social and Behavioral Sciences
