depart	name	number	units
Physics (PHYSICS)	Quantum Theory of Solids	240B	4
Physics (PHYSICS)	Theoretical Plasma Physics	242A	4
Physics (PHYSICS)	Theoretical Plasma Physics	242B	4
Physics (PHYSICS)	Special Topics in Physics	250	2
Physics (PHYSICS)	Introduction to Graduate Research in Physics	251	1
Physics (PHYSICS)	High Energy Astrophysics	C254	3
Physics (PHYSICS)	Theoretical Astrophysics Seminar	C285	1
Physics (PHYSICS)	Seminar	290A	2
Physics (PHYSICS)	Seminar	290B	2
Physics (PHYSICS)	Cosmology	C290C	2
Physics (PHYSICS)	Seminar	290D	2
Physics (PHYSICS)	Seminar	290E	2
Physics (PHYSICS)	Seminar	290F	2
Physics (PHYSICS)	Seminar	290G	2
Physics (PHYSICS)	Seminar	290H	2
Physics (PHYSICS)	Seminar	290I	2
Physics (PHYSICS)	Seminar	290J	2
Physics (PHYSICS)	Seminar	290K	2
Physics (PHYSICS)	Seminar	290L	2
Physics (PHYSICS)	Seminar in Non-Neutral Plasmas	290N	2
Physics (PHYSICS)	Seminar	290P	2
Physics (PHYSICS)	Seminar in Quantum Optics	290Q	2
Physics (PHYSICS)	Seminar	290R	2
Physics (PHYSICS)	Seminar	290S	2
Physics (PHYSICS)	Seminar	290T	2
Physics (PHYSICS)	Seminar	290X	2
Physics (PHYSICS)	Seminar	290Y	2
Physics (PHYSICS)	Seminar	290Z	2
Physics (PHYSICS)	Special Study for Graduate Students	295	1
Physics (PHYSICS)	Research	299	1
Physics (PHYSICS)	Advanced Professional Preparation: Supervised Teaching of Physics	301	1
Physics (PHYSICS)	Professional Preparation: Supervised Teaching of Physics	375	2
Physics (PHYSICS)	Individual Study for Doctoral Students	602	1
Physics (PHYSICS)	Departmental Colloquium	700	0.0
Development Studies (DEV STD)	Introduction to Development	C10	4
Development Studies (DEV STD)	Freshman Seminar	24	1
Development Studies (DEV STD)	History of Development and Underdevelopment	C100	4
Development Studies (DEV STD)	Advanced Studies in Development Studies	150	4
Development Studies (DEV STD)	Senior Thesis	192	3
Development Studies (DEV STD)	Senior Honors Thesis Seminar	H195	4
Development Studies (DEV STD)	Field Studies	197	1
Development Studies (DEV STD)	Directed Group Study	198	1
Development Studies (DEV STD)	Supervised Independent Study and Research for Undergraduates	199	1
History (HISTORY)	The Practice of History	R1	4
History (HISTORY)	Reading and Composition in History	R1B	4
History (HISTORY)	Comparative World History	2	4
History (HISTORY)	After the Roman Empire: the East	3	4
History (HISTORY)	Origins of Western Civilization: The Ancient Mediterranean World	4A	4
History (HISTORY)	Origins of Western Civilization: Medieval Europe	4B	4
History (HISTORY)	European Civilization from the Renaissance to the Present	5	4
History (HISTORY)	European Civilization from the Renaissance to the Present	W5	4
History (HISTORY)	Chinese Civilization	6	4
History (HISTORY)	History of China: Origins to the Mongol Conquest	6A	4
History (HISTORY)	Introduction to Chinese History from the Mongols to Mao	6B	4
History (HISTORY)	Introduction to the History of the United States: The United States from Settlement to Civil War	7A	4
History (HISTORY)	Introduction to the History of the United States: The United States from Civil War to Present	7B	4
History (HISTORY)	Latin American History: Becoming Latin America, 1492 to 1824	8A	4
History (HISTORY)	Latin American History: Modern Latin America	8B	4
History (HISTORY)	African History	10	4
History (HISTORY)	India	11	4
History (HISTORY)	The Middle East	12	4
History (HISTORY)	Introduction to the History of Japan	14	4
History (HISTORY)	Freshman Seminar	24	1
History (HISTORY)	Science and Society	30	4
History (HISTORY)	Freshman Sophomore Seminar	39C	4
History (HISTORY)	Freshman Sophomore Seminar	39D	4
History (HISTORY)	Freshman Sophomore Seminar	39E	4
History (HISTORY)	Freshman Sophomore Seminar	39F	4
History (HISTORY)	Freshman Sophomore Seminar	39G	4
History (HISTORY)	Freshman Sophomore Seminar	39H	4
History (HISTORY)	Freshman Sophomore Seminar	39I	4
History (HISTORY)	Freshman Sophomore Seminar	39J	4
History (HISTORY)	Freshman Sophomore Seminar	39K	4
History (HISTORY)	Freshman Sophomore Seminar	39L	4
History (HISTORY)	Freshman Sophomore Seminar	39M	4
History (HISTORY)	Freshman Sophomore Seminar	39R	4
History (HISTORY)	Sophomore Seminar	84	1
History (HISTORY)	How Does History Count?	88	2
History (HISTORY)	Directed Group Study for Lower Division Students	98	1
History (HISTORY)	Berkeley Connect for Lower Division Students	98BC	1
History (HISTORY)	Special Topics	100	4
History (HISTORY)	Special Topics in the History of the United States	100AC	4
History (HISTORY)	Special Topics in Ancient History	100AP	4
History (HISTORY)	Special Topics in European History	100B	4
History (HISTORY)	Special Topics in Medieval History	100BP	4
History (HISTORY)	Special Topics in the History of the United States	100D	4
History (HISTORY)	Special Topics in Latin American History	100E	4
History (HISTORY)	Special Topics in Asian History	100F	4
History (HISTORY)	Special Topics in African History	100H	4
History (HISTORY)	Special Topics in Legal History	100L	4
History (HISTORY)	Special Topics in the History of the Middle East	100M	4
History (HISTORY)	Special Topics in History: Short Course	N100	2
History (HISTORY)	Special Topics in the History of Science	100S	4
History (HISTORY)	Special Topics in Comparative History	100U	4
History (HISTORY)	Special Topics in Comparative History	100UP	4
History (HISTORY)	Seminar in Historical Research and Writing for History Majors	101	5
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Ancient	103A	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Europe	103B	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: England	103C	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: United States	103D	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Latin America	103E	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Asia	103F	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Africa	103H	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Middle East	103M	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: History of Science	103S	4
History (HISTORY)	Proseminar: Problems in Interpretation in the Several Fields of History: Studies in Comparative History	103U	4
History (HISTORY)	The Craft of History	104	4
History (HISTORY)	Ancient Greece: Archaic and Classical Greek History	105A	4
History (HISTORY)	Ancient Greece: The Greek World: 403-31 BCE	105B	4
History (HISTORY)	Ancient Rome: The Roman Republic	106A	4
History (HISTORY)	Ancient Rome: The Roman Empire	106B	4
History (HISTORY)	The Roman Republic	N106A	4
History (HISTORY)	The Roman Empire	N106B	4
History (HISTORY)	Byzantium	108	4
History (HISTORY)	The Rise of Islamic Civilization, 600-1200	109A	4
History (HISTORY)	The Middle East, 1000-1750	109B	4
History (HISTORY)	The Middle East From the 18th Century to the Present	109C	4
History (HISTORY)	The Middle East From the 18th Century to the Present	N109C	4
History (HISTORY)	Topics in the History of Southest Asia: Southeast Asia to the 18th Century	111A	4
History (HISTORY)	Topics in the History of Southest Asia: Modern Southeast Asia	111B	4
History (HISTORY)	Topics in the History of Southest Asia: Political and Cultural History of Vietnam	111C	4
History (HISTORY)	Vietnam at War	111D	4
History (HISTORY)	Africa: Modern South Africa, 1652-Present	112B	4
History (HISTORY)	Colonialism and Nationalism in Africa	112C	4
History (HISTORY)	Modern South Africa, 1652-Present	N112B	4
History (HISTORY)	Traditional Korean History	113A	4
History (HISTORY)	Modern Korean History	113B	4
History (HISTORY)	India: Medieval and Early Modern India to the Coming of the British	114A	4
History (HISTORY)	India: Modern South Asia	114B	4
History (HISTORY)	China: Early China	116A	4
History (HISTORY)	China: Two Golden Ages: China During the Tang and Song Dynasties	116B	4
History (HISTORY)	China: Modern China	116C	4
History (HISTORY)	China: Twentieth-Century China	116D	4
History (HISTORY)	Imperial China and the World	116G	4
History (HISTORY)	Topics in Chinese History: Chinese Popular Culture	117A	4
History (HISTORY)	Topics in Chinese History: The Chinese Body: Gender and Sex, Health, and Medicine	117D	4
History (HISTORY)	Japan: Japan, Archaeological Period to 1800	118A	4
History (HISTORY)	Japan: Japan 1800-1900	118B	4
History (HISTORY)	Japan: Empire and Alienation: The 20th Century in Japan	118C	4
History (HISTORY)	Topics in Japanese History: Postwar Japan	119A	4
History (HISTORY)	Postwar Japan	N119A	4
History (HISTORY)	American Environmental and Cultural History	120AC	4
History (HISTORY)	The Colonial Period and American Revolution: The American Revolution	121B	4
History (HISTORY)	Antebellum America: The Advent of Mass Society	122AC	4
History (HISTORY)	Civil War and Reconstruction	123	4
History (HISTORY)	The Recent United States: The United States from the Late 19th Century to the Eve of World War II	124A	4
History (HISTORY)	The Recent United States: The United States from World War II	124B	4
History (HISTORY)	The United States from the Late 19th Century to the Eve of the World War II	N124A	4
History (HISTORY)	The United States from World War II to the Vietnam Era	N124B	4
History (HISTORY)	History of African-Americans and Race Relations in the United States: The History of Black People and Race Relations, 1550-1861	125A	4
History (HISTORY)	History of African-Americans and Race Relations in the United States: Soul Power: African American History 1861-1980	125B	4
History (HISTORY)	Soul Power: African American History 1861-2008	N125B	4
History (HISTORY)	The American West since 1850	126A	4
History (HISTORY)	The American West since 1850	126B	4
History (HISTORY)	California	127AC	4
History (HISTORY)	American Foreign Policy	130	4
History (HISTORY)	Social History of the United States: Creating Modern American Society: From the End of the Civil War to the Global Age	131B	4
History (HISTORY)	Social History of the United States: 1914-Present	N131B	4
History (HISTORY)	Intellectual History of the United States since 1865	C132B	4
History (HISTORY)	The Age of the City: The Age of the City, 1825-1933	134A	4
History (HISTORY)	American Indian History: Precontact to the Present	135	4
History (HISTORY)	Gender Matters in 20th Century America	136	4
History (HISTORY)	The History of Women in the United States before 1900	136A	4
History (HISTORY)	Gender Matters in 20th Century America	136AC	4
History (HISTORY)	Gender and Sexuality in Twentieth-Century US History	136B	4
History (HISTORY)	Defiant Women: Gender, Power and Violence in American History	136C	4
History (HISTORY)	The Repeopling of America	137AC	4
History (HISTORY)	History of Science in the U.S.	138	4
History (HISTORY)	History of Science in the US CalTeach	138T	4
History (HISTORY)	The American Immigrant Experience	C139B	4
History (HISTORY)	Civil Rights and Social Movements in U.S. History	C139C	4
History (HISTORY)	From Civil Rights Era to the New Gilded Age: Struggles for Racial Equality and Economic Equity from 'Double Victory' to 'Occupy'	C139D	4
History (HISTORY)	Mexico: Modern Mexico	140B	4
History (HISTORY)	Social History of Latin America: Social History of Modern Latin America	141B	4
History (HISTORY)	Brazil	143	4
History (HISTORY)	Brazil	N143	4
History (HISTORY)	Latin American Women	146	4
History (HISTORY)	Medieval Italy: Italy in the Age of Dante (1000-1350)	149B	4
History (HISTORY)	Medieval England: From the Conquest to 1290	150B	4
History (HISTORY)	Britain 1485-Present: Tudor Stuart Britain, 1485-1660	151A	4
History (HISTORY)	Britain 1485-Present: Britain, 1660-1851	151B	4
History (HISTORY)	Britain 1485-Present: The Peculiar Modernity of Britain, 1848-2000	151C	4
History (HISTORY)	The Peculiar Modernity of Britain, 1848-2000	N151C	4
History (HISTORY)	Topics in the History of the British Isles: Ireland Since the Union	152A	4
History (HISTORY)	Canada	154	4
History (HISTORY)	Medieval Europe: From the Late Empire to the Investiture Conflict	155A	4
History (HISTORY)	Medieval Europe: From the Investiture Conflict to the Fifteenth Century	155B	4
History (HISTORY)	The Renaissance and the Reformation	C157	4
History (HISTORY)	Modern Europe: Old Regime and Revolutionary Europe, 1715-1815	158A	4
History (HISTORY)	Modern Europe: Europe in the 19th Century	158B	4
History (HISTORY)	Modern Europe: Old and New Europe, 1914-Present	158C	4
History (HISTORY)	Old and New Europe, 1914-Present	N158C	4
History (HISTORY)	European Economic History	159A	4
History (HISTORY)	European Economic History	159B	4
History (HISTORY)	The International Economy of the 20th Century	160	4
History (HISTORY)	The International Economy of the 20th Century	N160	4
History (HISTORY)	Europe and the World: Wars, Empires, Nations 1648-1914	162A	4
History (HISTORY)	War and Peace: International Relations since 1914	162B	4
History (HISTORY)	Europe and the World: Wars, Empires, Nations 1648-1914	N162A	4
History (HISTORY)	Modern European Intellectual History: European Intellectual History from the Enlightenment to 1870	163A	4
History (HISTORY)	Modern European Intellectual History: European Intellectual History, 1870 to the Present	163B	4
History (HISTORY)	The Birth of Modern Thought: European Intellectual History, 1500-1800	164A	4
History (HISTORY)	Modern European Intellectual History: European Intellectual History from Enlightenment to 1870	164B	4
History (HISTORY)	Modern European Intellectual History: European Intellectual History 1870 to the Present	164C	4
History (HISTORY)	Social History of Western Europe	S164B	4
History (HISTORY)	Topics in Modern European History: The Reformations of Christendom	165A	4
History (HISTORY)	Topics in Modern European History: The World, the Picture, and the Page: The Revolution in European Culture since the late 18th Century	165B	4
History (HISTORY)	The Social and Cultural History of Early Modern Europe	165D	4
History (HISTORY)	Modern France: Early Modern France to 1715	166A	4
History (HISTORY)	Modern France: Old Regime and Revolutionary France	166B	4
History (HISTORY)	Modern France	166C	4
History (HISTORY)	Modern Germany: Early Modern Germany	167A	4
History (HISTORY)	Modern Germany: The Rise and Fall of the Second Reich: Germany 1770-1918	167B	4
History (HISTORY)	Modern Germany: Germany 1914 to the Present	167C	4
History (HISTORY)	Berlin and the Twentieth Century	167D	4
History (HISTORY)	Spain and Portugal: The Spanish and Portuguese Empires in the Golden Age: 1450-1700	168A	4
History (HISTORY)	Modern Italy: Renaissance and Baroque Italy 1350-1800	169A	4
History (HISTORY)	The Netherlands	170	4
History (HISTORY)	Russia: Russia to 1700	171A	4
History (HISTORY)	Russia: Imperial Russia: From Peter the Great to the Russian Revolution	171B	4
History (HISTORY)	Russia: The Soviet Union, 1917 to the Present	171C	4
History (HISTORY)	Russian Intellectual History	172	4
History (HISTORY)	History of Eastern Europe: The Habsburg Empire, 1740-1918	173B	4
History (HISTORY)	History of Eastern Europe: History of Eastern Europe: From 1900 to the Present	173C	4
History (HISTORY)	Topics in the History of Eastern Europe: A History of Poland-Lithuania	174A	4
History (HISTORY)	Topics in the History of Eastern Europe: Poles and Others: the Making of Modern Poland	174B	4
History (HISTORY)	Jewish Civilization: Modern Period	C175B	4
History (HISTORY)	Armenia: Armenia from Ethnogenesis to the Dark Ages	177A	4
History (HISTORY)	Armenia: From Pre-modern Empires to the Present	177B	4
History (HISTORY)	History of the Holocaust	178	4
History (HISTORY)	The Life Sciences since 1750	180	4
History (HISTORY)	History of the Life Sciences Since 1750 (Cal Teach)	180T	4
History (HISTORY)	Topics in the History of the Physical Sciences: Modern Physics: From the Atom to Big Science	181B	4
History (HISTORY)	Science, Technology, and Society	182A	4
History (HISTORY)	Science, Technology, and Society (Cal Teach)	182AT	4
History (HISTORY)	Introduction to Science, Technology, and Society	C182C	4
History (HISTORY)	Topics in the History of Medicine	183	4
History (HISTORY)	Health and Disease	183A	4
History (HISTORY)	History of Christianity: History of Christianity to 1250	185A	4
History (HISTORY)	History of Christianity: History of Christianity from 1250	185B	4
History (HISTORY)	International and Global History since 1945	186	4
History (HISTORY)	The History and Practice of Human Rights	C187	4
History (HISTORY)	Art and Science	C188A	4
History (HISTORY)	Art and Science	C188B	4
History (HISTORY)	Magic, Religion, and Science: The Ancient and Medieval Worlds	C188C	4
History (HISTORY)	Death, Dying, and Modern Medicine: Historical and Contemporary Perspectives	C191	4
History (HISTORY)	Dutch Culture and Society: Amsterdam and Berkeley in the Sixties	C194	4
History (HISTORY)	Senior Honors	H195	4
History (HISTORY)	UCDC Core Seminar	C196A	4
History (HISTORY)	UCDC Internship	C196B	6.5
History (HISTORY)	Special Field Research	C196W	10.5
History (HISTORY)	Directed Group Study for Upper Division Students	198	1
History (HISTORY)	Berkeley Connect for Upper Division Students	198BC	1
